species_superorder,isGaleomorphi,species_name,marine_province,lat,long,date,year
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2005- 2010,2005
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2003-2004,2003
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,1987-1999,1987
Galeomorphii,1,Galeus piperatus,Central American coast,,,1971-1972,1971
Galeomorphii,1,Galeus piperatus,Central American coast,,,1971-1972,1971
Galeomorphii,1,Galeus piperatus,Central American coast,,,1971-1972,1971
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Rhizoprionodon longurio,Central American coast,,,2004-2006,2004
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Mustelus henlei,Central American coast,,,2003-2004,2003
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Alopias vulpinus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus limbatus,Central American coast,,,1986-1987,1986
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2007-2011,2007
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2012,2012
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2012,2012
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2012,2012
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-2000,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-2000,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-2000,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-2000,1995
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1993-1994,1993
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1993-1994,1993
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1993-1994,1993
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1993-1994,1993
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Alopias pelagicus,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna zygaena,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1995-1996,1995
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,2003-2009,2003
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2014,2014
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2014,2014
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2014,2014
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2014,2014
Galeomorphii,1,Chaenogaleus macrostoma,"Red Sea, Persian Gulf",,,2014,2014
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,200-2003,200-
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Isurus oxyrinchus,Coastal Californian current,,,2000-2003/2008-2016,2000
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2002/2004,2002
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2002/2004,2002
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2002/2004,2002
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Carcharhinus falciformis,Coastal Californian current,,,2000-2002,2000
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Eusphyra blochii,Western India coast,,,1940 - 1944,1940
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2007-2011,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Hemipristis elongata,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2007 - 2010,2007
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Mustelus henlei,Coastal Californian current,,,2008-2016,2008
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
